location,latitude,longitude,plusdirection,mindirection,direction,datetime,count,speed_mean
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-05,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-06,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-06,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-07,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-07,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-08,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-08,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-09,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-09,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-10,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-10,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-11,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-11,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-12,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-12,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-13,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-13,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-14,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-14,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-15,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-15,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-16,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-16,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-17,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-17,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-18,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-18,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-19,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-19,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-20,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-20,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-21,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-21,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-22,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-22,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-23,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-23,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-24,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-24,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-25,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-25,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-26,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-26,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-27,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-27,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-28,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-28,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-29,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-29,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-30,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-30,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-07-31,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-07-31,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-01,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-01,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-02,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-02,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-03,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-03,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-04,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-04,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-05,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-05,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-06,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-06,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-07,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-07,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-08,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-08,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-09,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-09,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-10,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-10,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-11,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-11,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-12,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-12,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-13,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-13,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-14,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-14,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-15,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-15,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-16,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-16,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-17,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-17,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-18,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-18,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-19,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-19,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-20,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-20,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-21,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-21,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-22,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-22,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-23,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-23,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-24,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-24,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-25,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-25,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-26,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-26,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-27,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-27,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-28,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-28,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-29,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-29,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-30,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-30,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-08-31,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-08-31,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-01,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-01,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-02,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-02,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-03,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-03,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-04,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-04,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-05,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-05,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-06,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-06,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-07,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-07,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-08,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-08,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-09,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-09,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-10,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-10,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-11,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-11,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-12,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-12,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-13,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-13,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-14,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-14,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-15,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-15,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-16,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-16,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-17,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-17,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-18,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-18,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-19,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-19,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-20,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-20,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-21,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-21,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-22,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-22,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-23,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-23,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-24,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-24,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-25,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-25,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-26,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-26,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-27,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-27,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-28,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-28,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-29,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-29,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-09-30,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-09-30,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-10-01,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-10-01,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-10-02,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-10-02,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-10-03,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-10-03,0,
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-10-04,18,15.44
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-10-04,9,13.89
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-10-05,12,20.0
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-10-05,13,14.46
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-10-06,11,19.27
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-10-06,8,14.5
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-10-07,9,19.22
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-10-07,5,17.4
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-10-08,14,16.43
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-10-08,9,12.22
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-10-09,8,18.12
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,1,2022-10-09,12,15.25
Rembrandpark,52.364927,4.847599,Postjesweg richting Jan Evertsenstraat,Jan Evertsenstraat richting Postjesweg ,-1,2022-10-10,9,20.11
